"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","player","Week","Year","GID","Name","Pos","Team","h.a","Oppt","DK.points","DK.salary"
"14420","Alec","Ingold","LVR","RB",25,1,"RB","average",2.8,124,0.127,NA,2.8,2.8,3,"Alec Ingold","17","2020","5764","Ingold, Alec","RB","lvr","a","den","0","4000"
"14549","Nsimba","Webster","LAR","WR",25,1,"WR","average",1,155,0.005,NA,1,1,4,"Nsimba Webster","17","2020","5802","Webster, Nsimba","WR","lar","h","ari","0","3000"
"14555","Gunner","Olszewski","NEP","WR",25,1,"WR","average",0.32,168,0.16,NA,0.32,0.32,4,"Gunner Olszewski","17","2020","5752","Olszewski, Gunner","WR","nwe","h","nyj","3.4","3000"
"14565","Diontae","Spencer","DEN","WR",29,6,"WR","average",3.88,133,0.223333333333333,NA,3.88,3.88,3,"Diontae Spencer","17","2020","5765","Spencer, Diontae","WR","den","h","lvr","2","3000"
"14654","Hale","Hentges","MIN","TE",25,1,"TE","average",19.15,74,2.69,26.2336615820209,2.455,35.845,2,"Hale Hentges","17","2020","4767","Hentges, Hale","TE","min","a","det","0","2500"
"14778","Tua","Tagovailoa","MIA","QB",23,0,"QB","average",154.22235,21,1.55946666666665,160.236922766124,15.18861,299.4893,1,"Tua Tagovailoa","17","2020","1551","Tagovailoa, Tua","QB","mia","a","buf","21.24","5100"
"14779","Justin","Herbert","LAC","QB",23,0,"QB","average",195.5473,8,5.57438333333332,203.72533114914,19.49432,386.7945,1,"Justin Herbert","17","2020","1552","Herbert, Justin","QB","lac","a","kan","35.98","7100"
"14783","Jalen","Hurts","PHI","QB",23,0,"QB","average",225.874,3,6.589,179.962075749309,49.0882,331.0582,1,"Jalen Hurts","17","2020","1554","Hurts, Jalen","QB","phi","h","was","17.28","0"
"14789","Tyler","Huntley","BAL","QB",NA,0,"QB","average",6.61666666666667,61,0.170666666666667,5.85629006567582,1.478,12.008,4,"Tyler Huntley","17","2020","1562","Huntley, Tyler","QB","bal","a","cin","0.82","4900"
"14797","D'Andre","Swift","DET","RB",22,0,"RB","average",143.067916666667,15,8.44494999999998,148.662522141875,14.17175,281.286,1,"D'Andre Swift","17","2020","5822","Swift, D'Andre","RB","det","h","min","16","6300"
"14798","Zack","Moss","BUF","RB",24,0,"RB","average",67.86675,41,0.450916666666672,69.5337640209177,8.67145,137.298,2,"Zack Moss","17","2020","5824","Moss, Zack","RB","buf","h","mia","3.1","4600"
"14799","Cam","Akers","LAR","RB",22,0,"RB","average",129.914166666667,19,6.16991666666669,133.688547845356,12.945,251.9795,2,"Cam Akers","17","2020","5819","Akers, Cam","RB","lar","h","ari","11.6","6100"
"14800","J.K.","Dobbins","BAL","RB",23,0,"RB","average",120.120333333333,22,2.98771666666666,122.846039154708,13.3377,229.7295,2,"J.K. Dobbins","17","2020","5821","Dobbins, J.K.","RB","bal","a","cin","31","6700"
"14802","Jonathan","Taylor","IND","RB",22,0,"RB","average",145.904416666667,14,5.35454166666671,148.27217657712,17.84715,274.9525,1,"Jonathan Taylor","17","2020","5820","Taylor, Jonathan","RB","ind","h","jac","41.4","7400"
"14804","Anthony","McFarland","PIT","RB",22,0,"RB","average",14.027,87,0.473749999999999,16.3348885109959,0.3993,31.6075,3,"Anthony McFarland","17","2020","5864","McFarland, Anthony","RB","pit","a","cle","1.7","4000"
"14805","AJ","Dillon","GBP","RB",23,0,"RB","average",54.8715,55,0.926333333333339,58.4377490639969,4.5979,110.315,2,"AJ Dillon","17","2020","5825","Dillon, AJ","RB","gnb","a","chi","0.3","4900"
